,t_stat,p_value_tstat,F_stat,p_value_fstat,mean_FG_sc,mean_RSF_sc,max_FG_sc,max_RSF_sc,SD_FG_Sc,SD_RSF_Sc,samples,seed
1041,0.03227124,0.975504345,0.301934493,0.949433813,0.225034992,0.225732941,0.229296155,0.23350576,0.003667873,0.004241145,2000,54425
1042,-0.034106939,0.974111578,0.420307369,0.885928003,0.230461597,0.229984063,0.240812464,0.238457144,0.006016406,0.004033365,2000,54425
1043,0.631874106,0.555228773,0.440458237,0.87361462,0.224037307,0.224134691,0.234240779,0.232161133,0.005905903,0.005933676,2000,54425
1044,0.628889882,0.557029948,0.309716226,0.945870491,0.227555045,0.226181068,0.23584599,0.23090791,0.003997699,0.003229463,2000,54425
1045,-1.01687003,0.355867859,0.272509296,0.961916401,0.220103468,0.220966286,0.230106684,0.227033248,0.004967507,0.004113026,2000,54425
1046,-0.742679784,0.491072532,0.444378145,0.871185283,0.226829773,0.228498875,0.233919144,0.236582607,0.006086719,0.006136238,2000,54425
1047,-0.771458526,0.475294975,0.705114285,0.702155869,0.228654871,0.226058961,0.234261393,0.230436297,0.004676824,0.002794739,2000,54425
1048,-0.079329777,0.939847463,0.381082218,0.9088809,0.2231865,0.225113673,0.229423625,0.230436932,0.003247619,0.00349727,2000,54425
1049,1.439897401,0.209440752,0.558347899,0.79760852,0.231777552,0.229465793,0.236958588,0.233903461,0.00372466,0.002519626,2000,54425
1050,-0.618336186,0.56342993,0.292665263,0.953539101,0.22372863,0.224486729,0.231959438,0.228839557,0.005741629,0.003395334,2000,54425
1051,0.449430174,0.671933239,0.343595134,0.929208596,0.224012903,0.223455437,0.238478733,0.23814832,0.007943279,0.007628415,2000,54425
1052,1.811550004,0.129813165,0.34587544,0.928024901,0.229677456,0.228414407,0.240396664,0.233818845,0.005646025,0.004701383,2000,54425
1053,-1.380825438,0.225863926,0.52653379,0.818512646,0.22034661,0.222348408,0.227314434,0.224649353,0.005054484,0.00337253,2000,54425
1054,0.162717955,0.877112405,0.382104823,0.908302393,0.223766818,0.222341533,0.230135841,0.225986529,0.003533671,0.002810082,2000,54425
1055,0.102751805,0.922153765,0.324054136,0.939038708,0.220577523,0.221508576,0.230578094,0.230274896,0.004524332,0.004694286,2000,54425
1056,-0.214884572,0.838346883,0.408200612,0.893168545,0.230646943,0.22864341,0.238297258,0.235148917,0.004926142,0.004269543,2000,54425
1057,0.276242223,0.793416474,0.371323802,0.914341229,0.224310321,0.224322021,0.227722725,0.228475196,0.00346699,0.002367058,2000,54425
1058,0.180850385,0.863587129,0.54275615,0.807868319,0.223754562,0.221861342,0.229986811,0.228432389,0.004634447,0.003228112,2000,54425
1059,-0.387163854,0.714566015,0.481281426,0.847872386,0.226993624,0.224844443,0.231793294,0.231652479,0.004846788,0.005002711,2000,54425
1060,0.224025083,0.831604037,0.466846049,0.857077833,0.221974212,0.221130577,0.231230867,0.225753625,0.004790543,0.003467162,2000,54425
1061,-0.18118022,0.863341573,0.377680981,0.910796564,0.227242987,0.226954496,0.236188742,0.232313512,0.004244464,0.00309327,2000,54425
